id,text,diacritic,usage_count
1,ก,false,0
2,ข,false,0
3,ค,false,0
4,ง,false,0
5,จ,false,0
6,ด,false,0
8,น,false,0
7,บ,false,0
9,ป,false,0
10,ฝ,false,0
20,พ,false,0
11,ฟ,false,0
12,ม,false,0
14,ย,false,0
18,ว,false,0
17,ห,false,0
19,แ◌,true,0
13,◌า,true,0
15,◌ี,true,0
16,◌ู,true,0
