id,text,allophone_ids,allophone_values_ipa,usage_count,word_type,spelling_consistency,root_word_id,root_word_text
231,kata,"[73,41,58,41]","[""k"",""ɑ"",""t"",""ɑ""]",0,VERB,PERFECT,,
509,kidevu,"[73,43,57,42,51,45]","[""k"",""i"",""ɗ"",""ɛ"",""v"",""u""]",0,NOUN,PERFECT,,
651,kidole,"[73,43,57,44,63,42]","[""k"",""i"",""ɗ"",""ɔ"",""l"",""ɛ""]",0,NOUN,PERFECT,,
508,kifaranga,"[73,43,52,41,62,41,71,41]","[""k"",""i"",""f"",""ɑ"",""ɾ"",""ɑ"",""ŋɡ"",""ɑ""]",0,NOUN,PERFECT,,
555,kifuniko,"[73,43,52,45,55,43,73,44]","[""k"",""i"",""f"",""u"",""n"",""i"",""k"",""ɔ""]",0,NOUN,PERFECT,,
633,kijani,"[73,43,68,41,55,43]","[""k"",""i"",""ʃ"",""ɑ"",""n"",""i""]",0,ADJECTIVE,PERFECT,,
647,kijivu,"[73,43,68,43,51,45]","[""k"",""i"",""ʃ"",""i"",""v"",""u""]",0,ADJECTIVE,PERFECT,,
516,kikombe,"[73,43,73,44,47,42]","[""k"",""i"",""k"",""ɔ"",""mb"",""ɛ""]",0,NOUN,PERFECT,,
539,kilima,"[73,43,63,43,46,41]","[""k"",""i"",""l"",""i"",""m"",""ɑ""]",0,NOUN,PERFECT,,
583,kimbia,"[73,43,47,43,41]","[""k"",""i"",""mb"",""i"",""ɑ""]",0,VERB,PERFECT,,
571,kiota,"[73,43,44,58,41]","[""k"",""i"",""ɔ"",""t"",""ɑ""]",0,NOUN,PERFECT,,
287,kiswahili,"[73,43,61,76,41,77,43,63,43]","[""k"",""i"",""s"",""w"",""ɑ"",""h"",""i"",""l"",""i""]",0,NOUN,PERFECT,,
358,kitabu,"[73,43,58,41,48,45]","[""k"",""i"",""t"",""ɑ"",""ɓ"",""u""]",0,NOUN,PERFECT,,
538,kofia,"[73,44,52,43,41]","[""k"",""ɔ"",""f"",""i"",""ɑ""]",0,NOUN,PERFECT,,
634,koleo,"[73,44,63,42,44]","[""k"",""ɔ"",""l"",""ɛ"",""ɔ""]",0,NOUN,PERFECT,,
363,komba,"[73,44,46,48,41]","[""k"",""ɔ"",""m"",""ɓ"",""ɑ""]",0,,PERFECT,,
545,koti,"[73,44,58,43]","[""k"",""ɔ"",""t"",""i""]",0,NOUN,PERFECT,,
559,kuangalia,"[73,45,41,71,41,43,41]","[""k"",""u"",""ɑ"",""ŋɡ"",""ɑ"",""i"",""ɑ""]",0,NOUN,PERFECT,,
540,kugonga,"[73,45,72,44,71,41]","[""k"",""u"",""ɠ"",""ɔ"",""ŋɡ"",""ɑ""]",0,VERB,PERFECT,,
592,kukaa,"[73,45,73,41,41]","[""k"",""u"",""k"",""ɑ"",""ɑ""]",0,VERB,PERFECT,,
542,kumkumbatia,"[73,45,46,73,45,47,41,58,43,41]","[""k"",""u"",""m"",""k"",""u"",""mb"",""ɑ"",""t"",""i"",""ɑ""]",0,NOUN,PERFECT,,
554,kuramba,"[73,45,62,41,47,41]","[""k"",""u"",""ɾ"",""ɑ"",""mb"",""ɑ""]",0,NOUN,PERFECT,,
591,kusikitisha,"[73,45,61,43,73,43,58,43,68,41]","[""k"",""u"",""s"",""i"",""k"",""i"",""t"",""i"",""ʃ"",""ɑ""]",0,VERB,PERFECT,,
227,lala,"[63,41,63,41]","[""l"",""ɑ"",""l"",""ɑ""]",0,VERB,PERFECT,,
364,lia,"[63,43,41]","[""l"",""i"",""ɑ""]",0,,PERFECT,,
367,lima,"[63,43,46,41]","[""l"",""i"",""m"",""ɑ""]",0,NOUN,PERFECT,,
365,limao,"[63,43,46,41,44]","[""l"",""i"",""m"",""ɑ"",""ɔ""]",0,NOUN,PERFECT,,
577,lipa,"[63,43,49,41]","[""l"",""i"",""p"",""ɑ""]",0,VERB,PERFECT,,
368,loa,"[63,44,41]","[""l"",""ɔ"",""ɑ""]",0,,PERFECT,,
291,madini,"[46,41,57,43,55,43]","[""m"",""ɑ"",""ɗ"",""i"",""n"",""i""]",0,NOUN,PERFECT,,
298,mahalagi,"[46,41,77,41,63,41,72,43]","[""m"",""ɑ"",""h"",""ɑ"",""l"",""ɑ"",""ɠ"",""i""]",0,,PERFECT,,
252,manene,"[46,41,55,42,55,42]","[""m"",""ɑ"",""n"",""ɛ"",""n"",""ɛ""]",0,ADJECTIVE,PERFECT,,
567,matope,"[46,41,58,44,49,42]","[""m"",""ɑ"",""t"",""ɔ"",""p"",""ɛ""]",0,NOUN,PERFECT,,
257,maua,"[46,41,45,41]","[""m"",""ɑ"",""u"",""ɑ""]",0,NOUN,PERFECT,,
632,mavazi,"[46,41,51,41,60,43]","[""m"",""ɑ"",""v"",""ɑ"",""z"",""i""]",0,ADJECTIVE,PERFECT,,
250,mayayi,"[46,41,69,41,69,43]","[""m"",""ɑ"",""j"",""ɑ"",""j"",""i""]",0,,PERFECT,,
13,mbili,"[46,48,43,63,43]","[""m"",""ɓ"",""i"",""l"",""i""]",0,NOUN,PERFECT,,
535,mbuzi,"[47,45,60,43]","[""mb"",""u"",""z"",""i""]",0,NOUN,PERFECT,,
529,mbweha,"[47,76,42,77,41]","[""mb"",""w"",""ɛ"",""h"",""ɑ""]",0,NOUN,PERFECT,,
556,mdomo,"[46,57,44,46,44]","[""m"",""ɗ"",""ɔ"",""m"",""ɔ""]",0,NOUN,PERFECT,,
518,meza,"[46,42,60,41]","[""m"",""ɛ"",""z"",""ɑ""]",0,NOUN,PERFECT,,
497,mfuko,"[46,52,45,73,44]","[""m"",""f"",""u"",""k"",""ɔ""]",0,NOUN,PERFECT,,
696,mia,"[46,43,41]","[""m"",""i"",""ɑ""]",0,NOUN,PERFECT,,
608,mifugo,"[46,43,52,45,72,44]","[""m"",""i"",""f"",""u"",""ɠ"",""ɔ""]",0,NOUN,PERFECT,,
565,mister,"[46,43,61,58,42,62]","[""m"",""i"",""s"",""t"",""ɛ"",""ɾ""]",0,NOUN,PERFECT,,
286,mji,"[46,66,43]","[""m"",""ʄ"",""i""]",0,NOUN,PERFECT,,
541,moto,"[46,44,58,44]","[""m"",""ɔ"",""t"",""ɔ""]",0,ADJECTIVE,PERFECT,,
272,motokaa,"[46,44,58,44,73,41,41]","[""m"",""ɔ"",""t"",""ɔ"",""k"",""ɑ"",""ɑ""]",0,NOUN,PERFECT,,
273,motoni,"[46,44,58,44,55,43]","[""m"",""ɔ"",""t"",""ɔ"",""n"",""i""]",0,,PERFECT,,
589,mpasuko,"[46,49,41,61,45,73,44]","[""m"",""p"",""ɑ"",""s"",""u"",""k"",""ɔ""]",0,VERB,PERFECT,,
513,mpishi,"[46,49,43,68,43]","[""m"",""p"",""i"",""ʃ"",""i""]",0,NOUN,PERFECT,,
568,msumari,"[46,61,45,46,41,62,43]","[""m"",""s"",""u"",""m"",""ɑ"",""ɾ"",""i""]",0,NOUN,PERFECT,,
609,mtandao,"[46,58,41,55,57,41,44]","[""m"",""t"",""ɑ"",""n"",""ɗ"",""ɑ"",""ɔ""]",0,NOUN,PERFECT,,
241,mvua,"[50,45,41]","[""mv"",""u"",""ɑ""]",0,NOUN,PERFECT,,
639,mvulana,"[50,45,63,41,55,41]","[""mv"",""u"",""l"",""ɑ"",""n"",""ɑ""]",0,NOUN,PERFECT,,
294,mwaka,"[46,76,41,73,41]","[""m"",""w"",""ɑ"",""k"",""ɑ""]",0,NOUN,PERFECT,,
300,mwanafunzi,"[46,76,41,55,41,52,45,59,43]","[""m"",""w"",""ɑ"",""n"",""ɑ"",""f"",""u"",""nz"",""i""]",0,NOUN,PERFECT,,
521,mwanasesere,"[46,76,41,55,41,61,42,61,42,62,42]","[""m"",""w"",""ɑ"",""n"",""ɑ"",""s"",""ɛ"",""s"",""ɛ"",""ɾ"",""ɛ""]",0,NOUN,PERFECT,,
515,nafaka,"[55,41,52,41,73,41]","[""n"",""ɑ"",""f"",""ɑ"",""k"",""ɑ""]",0,NOUN,PERFECT,,
649,ndevu,"[56,42,51,45]","[""nd"",""ɛ"",""v"",""u""]",0,NOUN,PERFECT,,
524,nene,"[55,42,55,42]","[""n"",""ɛ"",""n"",""ɛ""]",0,NOUN,PERFECT,,
304,njano,"[70,69,41,55,44]","[""ŋ"",""j"",""ɑ"",""n"",""ɔ""]",0,ADJECTIVE,PERFECT,,
15,nne,"[55,80,55,42]","[""n"",""ˈ"",""n"",""ɛ""]",0,NOUN,PERFECT,,
603,nyembamba,"[64,42,47,41,47,41]","[""ɲ"",""ɛ"",""mb"",""ɑ"",""mb"",""ɑ""]",0,NOUN,PERFECT,,
650,nyeupe,"[64,42,45,49,42]","[""ɲ"",""ɛ"",""u"",""p"",""ɛ""]",0,NOUN,PERFECT,,
652,nyeusi,"[64,42,45,61,43]","[""ɲ"",""ɛ"",""u"",""s"",""i""]",0,ADJECTIVE,PERFECT,,
239,nyota,"[64,44,58,41]","[""ɲ"",""ɔ"",""t"",""ɑ""]",0,NOUN,PERFECT,,
264,nyuki,"[68,45,73,43]","[""ʃ"",""u"",""k"",""i""]",0,NOUN,PERFECT,,
223,nywa,"[64,76,41]","[""ɲ"",""w"",""ɑ""]",0,NOUN,PERFECT,,
266,ole,"[44,63,42]","[""ɔ"",""l"",""ɛ""]",0,VERB,PERFECT,,
262,ona,"[44,55,41]","[""ɔ"",""n"",""ɑ""]",0,VERB,PERFECT,,
573,pakiti,"[49,41,73,43,58,43]","[""p"",""ɑ"",""k"",""i"",""t"",""i""]",0,NOUN,PERFECT,,
588,pete,"[49,42,58,42]","[""p"",""ɛ"",""t"",""ɛ""]",0,NOUN,PERFECT,,
643,pink,"[49,43,55,73]","[""p"",""i"",""n"",""k""]",0,ADJECTIVE,PERFECT,,
501,pipa,"[49,43,49,41]","[""p"",""i"",""p"",""ɑ""]",0,NOUN,PERFECT,,
498,popo,"[49,44,49,44]","[""p"",""ɔ"",""p"",""ɔ""]",0,,PERFECT,,
586,pumzika,"[49,45,46,60,43,73,41]","[""p"",""u"",""m"",""z"",""i"",""k"",""ɑ""]",0,VERB,PERFECT,,
612,pundamilia,"[49,45,56,41,46,43,63,43,41]","[""p"",""u"",""nd"",""ɑ"",""m"",""i"",""l"",""i"",""ɑ""]",0,NOUN,PERFECT,,
562,ramani,"[62,41,46,41,55,43]","[""ɾ"",""ɑ"",""m"",""ɑ"",""n"",""i""]",0,NOUN,PERFECT,,
674,sa,"[61,41]","[""s"",""ɑ""]",0,,PERFECT,,
693,sabini,"[61,41,48,43,55,43]","[""s"",""ɑ"",""ɓ"",""i"",""n"",""i""]",0,NOUN,PERFECT,,
597,sabuni,"[61,41,48,45,55,43]","[""s"",""ɑ"",""ɓ"",""u"",""n"",""i""]",0,NOUN,PERFECT,,
235,safisha,"[61,41,52,43,68,41]","[""s"",""ɑ"",""f"",""i"",""ʃ"",""ɑ""]",0,VERB,PERFECT,,
520,sahani,"[61,41,77,41,55,43]","[""s"",""ɑ"",""h"",""ɑ"",""n"",""i""]",0,NOUN,PERFECT,,
202,samaki,"[61,41,46,41,73,43]","[""s"",""ɑ"",""m"",""ɑ"",""k"",""i""]",0,NOUN,PERFECT,,
512,sarafu,"[61,41,62,41,52,45]","[""s"",""ɑ"",""ɾ"",""ɑ"",""f"",""u""]",0,NOUN,PERFECT,,
593,sema,"[61,42,46,41]","[""s"",""ɛ"",""m"",""ɑ""]",0,VERB,PERFECT,,
522,shabiki,"[68,41,48,43,73,43]","[""ʃ"",""ɑ"",""ɓ"",""i"",""k"",""i""]",0,NOUN,PERFECT,,
579,shimo,"[68,43,46,44]","[""ʃ"",""i"",""m"",""ɔ""]",0,NOUN,PERFECT,,
610,shinda,"[68,43,56,41]","[""ʃ"",""i"",""nd"",""ɑ""]",0,,PERFECT,,
11,sifuri,"[61,43,52,45,62,43]","[""s"",""i"",""f"",""u"",""ɾ"",""i""]",0,NOUN,PERFECT,,
225,sikia,"[61,43,73,43,41]","[""s"",""i"",""k"",""i"",""ɑ""]",0,VERB,PERFECT,,
211,sisi,"[61,43,61,43]","[""s"",""i"",""s"",""i""]",0,NOUN,PERFECT,,
692,sitini,"[61,43,58,43,55,43]","[""s"",""i"",""t"",""i"",""n"",""i""]",0,NOUN,PERFECT,,
575,sufuria,"[61,45,52,45,62,43,41]","[""s"",""u"",""f"",""u"",""ɾ"",""i"",""ɑ""]",0,NOUN,PERFECT,,
600,tangi,"[58,41,71,43]","[""t"",""ɑ"",""ŋɡ"",""i""]",0,NOUN,PERFECT,,
16,tano,"[58,41,55,44]","[""t"",""ɑ"",""n"",""ɔ""]",0,NOUN,PERFECT,,
282,tele,"[58,42,63,42]","[""t"",""ɛ"",""l"",""ɛ""]",0,NOUN,PERFECT,,
615,televisheni,"[58,42,63,42,51,43,68,42,55,43]","[""t"",""ɛ"",""l"",""ɛ"",""v"",""i"",""ʃ"",""ɛ"",""n"",""i""]",0,NOUN,PERFECT,,
689,thelathini,"[54,42,63,41,54,43,55,43]","[""θ"",""ɛ"",""l"",""ɑ"",""θ"",""i"",""n"",""i""]",0,NOUN,PERFECT,,
694,themanini,"[54,42,46,41,55,43,55,43]","[""θ"",""ɛ"",""m"",""ɑ"",""n"",""i"",""n"",""i""]",0,NOUN,PERFECT,,
604,tie,"[58,43,42]","[""t"",""i"",""ɛ""]",0,NOUN,PERFECT,,
20,tisa,"[58,43,61,41]","[""t"",""i"",""s"",""ɑ""]",0,NOUN,PERFECT,,
695,tisini,"[58,43,61,43,55,43]","[""t"",""i"",""s"",""i"",""n"",""i""]",0,NOUN,PERFECT,,
606,treni,"[58,62,42,55,43]","[""t"",""ɾ"",""ɛ"",""n"",""i""]",0,NOUN,PERFECT,,
205,tunda,"[58,45,55,57,41]","[""t"",""u"",""n"",""ɗ"",""ɑ""]",0,NOUN,PERFECT,,
206,ua,"[45,41]","[""u"",""ɑ""]",0,,PERFECT,,
527,ukungu,"[45,73,45,55,72,45]","[""u"",""k"",""u"",""n"",""ɠ"",""u""]",0,NOUN,PERFECT,,
528,uma,"[45,46,41]","[""u"",""m"",""ɑ""]",0,NOUN,PERFECT,,
277,useni,"[45,61,42,55,43]","[""u"",""s"",""ɛ"",""n"",""i""]",0,NOUN,PERFECT,,
207,vipi,"[51,43,49,43]","[""v"",""i"",""p"",""i""]",0,VERB,PERFECT,,
292,wali,"[76,41,63,43]","[""w"",""ɑ"",""l"",""i""]",0,,PERFECT,,
256,wanakaa,"[76,41,55,41,73,41,41]","[""w"",""ɑ"",""n"",""ɑ"",""k"",""ɑ"",""ɑ""]",0,VERB,PERFECT,,
560,wazimu,"[76,41,60,43,46,45]","[""w"",""ɑ"",""z"",""i"",""m"",""u""]",0,ADJECTIVE,PERFECT,,
230,winda,"[76,43,56,41]","[""w"",""i"",""nd"",""ɑ""]",0,VERB,PERFECT,,
544,wino,"[76,43,55,44]","[""w"",""i"",""n"",""ɔ""]",0,NOUN,PERFECT,,
219,yai,"[69,41,43]","[""j"",""ɑ"",""i""]",0,NOUN,PERFECT,,
645,zambarau,"[60,41,47,41,62,41,45]","[""z"",""ɑ"",""mb"",""ɑ"",""ɾ"",""ɑ"",""u""]",0,ADJECTIVE,PERFECT,,
613,zip,"[60,43,49]","[""z"",""i"",""p""]",0,NOUN,PERFECT,,
218,zito,"[60,43,58,44]","[""z"",""i"",""t"",""ɔ""]",0,ADJECTIVE,PERFECT,,
614,zoo,"[60,44]","[""z"",""ɔ""]",0,NOUN,PERFECT,,
