id,text,letter_sound_correspondences,usage_count,word_type,spelling_consistency,root_word_id,root_word_text
118,hinahabol,"[{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":277},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":277},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711}]",4,VERB,,117,habulin
119,hinabol,"[{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":277},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711}]",6,VERB,,117,habulin
120,maupo,[],0,VERB,PERFECT,,
121,naupo,[],0,VERB,PERFECT,120,maupo
122,sundan,[],0,VERB,PERFECT,,
123,sinundan,[],0,VERB,PERFECT,122,sundan
124,huminto,"[{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":277},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɔː""],""id"":31,""letters"":[""o""],""usageCount"":138}]",0,VERB,,,
125,dumungaw,"[{""sounds"":[""d""],""id"":15,""letters"":[""d""],""usageCount"":336},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""uː""],""id"":33,""letters"":[""u""],""usageCount"":157},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":218}]",2,VERB,,,
126,bitawan,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":218},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",2,VERB,,,
127,binitawan,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":218},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",0,VERB,,126,bitawan
128,binibitawan,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":218},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",0,VERB,,126,bitawan
129,bibitawan,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":218},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",0,VERB,,126,bitawan
130,mahulog,[],0,VERB,PERFECT,,
131,nahulog,[],0,,PERFECT,130,mahulog
132,bumalik,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935}]",10,VERB,,,
133,dapat,"[{""sounds"":[""d""],""id"":15,""letters"":[""d""],""usageCount"":336},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067}]",8,,,,
134,bulate,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɛ""],""id"":21,""letters"":[""e""],""usageCount"":118}]",10,NOUN,,,
135,toto,[],0,NOUN,PERFECT,,
136,tata,[],0,NOUN,PERFECT,,
137,ng,"[{""sounds"":[""n"",""ɑ"",""ŋ""],""id"":29,""letters"":[""n"",""g""],""usageCount"":499}]",499,,HIGHLY_NON_PHONEMIC,,
138,tubig,[],0,NOUN,PERFECT,,
139,elepante,"[{""sounds"":[""ɛ""],""id"":21,""letters"":[""e""],""usageCount"":118},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɛ""],""id"":21,""letters"":[""e""],""usageCount"":118},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɛ""],""id"":21,""letters"":[""e""],""usageCount"":118}]",15,NOUN,,,
140,sumbrero,"[{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɛː""],""id"":34,""letters"":[""e""],""usageCount"":28},{""sounds"":[""r""],""id"":12,""letters"":[""r""],""usageCount"":387},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041}]",26,NOUN,PERFECT,,
141,sina,"[{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894}]",23,,PERFECT,,
142,nakikita,"[{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743}]",13,VERB,PERFECT,106,makita
143,mga,"[{""sounds"":[""m"",""ɑ"",""ŋ""],""id"":30,""letters"":[""m"",""g""],""usageCount"":266},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743}]",266,,NON_PHONEMIC,,
144,ina,[],0,NOUN,PERFECT,,
145,kaniyang,"[{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""j""],""id"":3,""letters"":[""y""],""usageCount"":839},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782}]",65,PRONOUN,PHONEMIC,416,kaniya
146,leon,[],0,NOUN,PERFECT,,
147,limang,"[{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782}]",1,NUMBER,,50,lima
148,tatlong,"[{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782}]",4,NUMBER,,39,tatlo
149,kuliglig,[],0,NOUN,PERFECT,,
150,kabayo,[],0,NOUN,PERFECT,,
151,pato,[],0,NOUN,PERFECT,,
152,ngunit,"[{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782},{""sounds"":[""uː""],""id"":33,""letters"":[""u""],""usageCount"":157},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067}]",52,,,,
153,dulas,"[{""sounds"":[""d""],""id"":15,""letters"":[""d""],""usageCount"":336},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556}]",0,NOUN,,,
154,dumulas,"[{""sounds"":[""d""],""id"":15,""letters"":[""d""],""usageCount"":336},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556}]",0,VERB,,,
155,makalakad,[],0,VERB,PERFECT,,
156,nakakalakad,[],0,VERB,PERFECT,155,makalakad
157,talon,[],0,NOUN,PERFECT,,
158,gumapang,"[{""sounds"":[""g""],""id"":20,""letters"":[""g""],""usageCount"":306},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782}]",2,VERB,,,
159,kayang,[],0,,PHONEMIC,,
160,langgam,"[{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782},{""sounds"":[""g""],""id"":20,""letters"":[""g""],""usageCount"":306},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588}]",8,NOUN,,,
161,tinapay,[],0,NOUN,PERFECT,,
162,hilahin,"[{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":277},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":277},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",0,VERB,,,
163,hinihila,"[{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":277},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":277},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743}]",2,VERB,,162,hilahin
164,nila,[],0,,PERFECT,,
165,habang,"[{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":277},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782}]",26,ADVERB,HIGHLY_PHONEMIC,,
166,hinila,"[{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":277},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743}]",0,VERB,,162,hilahin
167,marating,[],0,VERB,PHONEMIC,,
168,narating,[],0,,HIGHLY_PHONEMIC,167,marating
169,sanga,[],0,NOUN,PHONEMIC,,
170,nakakanguya,[],0,VERB,HIGHLY_PHONEMIC,,
171,nakalilipad,[],0,VERB,PERFECT,172,makalilipad
172,makalilipad,[],0,VERB,PERFECT,,
173,makakain,[],0,VERB,PERFECT,,
174,nakakakain,[],0,,PERFECT,173,makakain
175,itulak,[],0,VERB,PERFECT,,
176,itinutulak,[],0,VERB,PERFECT,175,itulak
177,walang,[],0,,PHONEMIC,,
178,pag-asa,[],0,NOUN,PERFECT,,
179,niya,"[{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""j""],""id"":3,""letters"":[""y""],""usageCount"":839},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894}]",99,PRONOUN,PERFECT,,
180,tatlumpu't,[],0,,PERFECT,85,tatlumpu
181,plastik,[],0,NOUN,PERFECT,,
182,bilangin,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",0,VERB,,,
183,binilang,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782}]",4,VERB,,182,bilangin
184,munting,[],0,ADJECTIVE,PHONEMIC,,
185,sisiw,[],0,NOUN,PERFECT,,
186,bibe,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""iː""],""id"":8,""letters"":[""i""],""usageCount"":993},{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɛ""],""id"":21,""letters"":[""e""],""usageCount"":118}]",10,NOUN,,,
187,nang,"[{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782}]",38,,NON_PHONEMIC,,
188,patuloy,[],0,,PERFECT,,
189,nawalan,[],0,VERB,PERFECT,190,mawalan
190,mawalan,[],0,VERB,PERFECT,,
191,nagbayanihan,[],0,VERB,PERFECT,,
192,kanyang,"[{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ɲ""],""id"":32,""letters"":[""n"",""y""],""usageCount"":41},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782}]",41,PRONOUN,PHONEMIC,,
193,kariton,"[{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""r""],""id"":12,""letters"":[""r""],""usageCount"":387},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɔː""],""id"":31,""letters"":[""o""],""usageCount"":138},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",1,NOUN,,,
194,wika,[],0,VERB,PERFECT,,
195,apatnapu,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""p""],""id"":10,""letters"":[""p""],""usageCount"":579},{""sounds"":[""u""],""id"":11,""letters"":[""u""],""usageCount"":525}]",0,,,,
196,apatnapu't,[],0,,PERFECT,,
197,magsalita,[],0,VERB,PERFECT,,
198,nagsasalita,[],0,VERB,PERFECT,197,magsalita
199,parang,[],0,,HIGHLY_PHONEMIC,,
200,alam,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588}]",13,ADJECTIVE,PERFECT,,
201,natin,[],0,,PERFECT,,
202,tulad,[],0,ADJECTIVE,PERFECT,,
203,tawag,[],0,,PERFECT,,
204,usa,[],0,NOUN,PERFECT,,
205,beses,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɛ""],""id"":21,""letters"":[""e""],""usageCount"":118},{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556},{""sounds"":[""ɛ""],""id"":21,""letters"":[""e""],""usageCount"":118},{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556}]",6,NOUN,,,
206,kagubatan,[],0,NOUN,PERFECT,,
207,unggoy,[],0,NOUN,PHONEMIC,,
208,gayahin,"[{""sounds"":[""g""],""id"":20,""letters"":[""g""],""usageCount"":306},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""j""],""id"":3,""letters"":[""y""],""usageCount"":839},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""h""],""id"":13,""letters"":[""h""],""usageCount"":277},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",1,VERB,,,
209,likha,[],0,NOUN,PERFECT,,
210,umiyak,[],0,VERB,PERFECT,,
211,umiiyak,[],0,VERB,PERFECT,210,umiyak
212,bakal,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711}]",1,NOUN,,,
213,limampu,[],0,,PERFECT,,
214,limampu't,[],0,,PERFECT,,
215,agad,"[{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""g""],""id"":20,""letters"":[""g""],""usageCount"":306},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""d""],""id"":15,""letters"":[""d""],""usageCount"":336}]",5,ADVERB,PERFECT,,
216,tumalon,[],0,VERB,PERFECT,,
217,inalalayan,[],0,VERB,PERFECT,,
218,lumangoy,[],0,VERB,HIGHLY_PHONEMIC,,
219,katulad,[],0,ADJECTIVE,PERFECT,,
220,bigas,"[{""sounds"":[""b""],""id"":4,""letters"":[""b""],""usageCount"":543},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""g""],""id"":20,""letters"":[""g""],""usageCount"":306},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""s""],""id"":6,""letters"":[""s""],""usageCount"":1556}]",0,NOUN,,,
221,kanin,[],0,NOUN,PERFECT,,
222,palay,[],0,NOUN,PERFECT,,
223,doon,"[{""sounds"":[""d""],""id"":15,""letters"":[""d""],""usageCount"":336},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041},{""sounds"":[""ɔː""],""id"":31,""letters"":[""o""],""usageCount"":138},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",12,,,,
224,lumukso,[],0,VERB,PERFECT,,
225,wala,"[{""sounds"":[""w""],""id"":19,""letters"":[""w""],""usageCount"":218},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""l""],""id"":16,""letters"":[""l""],""usageCount"":711},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894}]",25,,PERFECT,,
226,ngayon,"[{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""j""],""id"":3,""letters"":[""y""],""usageCount"":839},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958}]",34,ADVERB,PHONEMIC,,
227,ito,"[{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""t""],""id"":7,""letters"":[""t""],""usageCount"":1067},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041}]",107,,,,
228,mo,"[{""sounds"":[""m""],""id"":18,""letters"":[""m""],""usageCount"":588},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041}]",52,PRONOUN,PERFECT,,
229,ka,[],0,,PERFECT,,
230,aking,"[{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""k""],""id"":17,""letters"":[""k""],""usageCount"":935},{""sounds"":[""ɪ""],""id"":14,""letters"":[""i""],""usageCount"":1258},{""sounds"":[""ŋ""],""id"":23,""letters"":[""n"",""g""],""usageCount"":1782}]",50,PRONOUN,PHONEMIC,,
231,talaga,[],0,,PERFECT,,
232,ibabaw,[],0,NOUN,PERFECT,,
233,gaano,"[{""sounds"":[""g""],""id"":20,""letters"":[""g""],""usageCount"":306},{""sounds"":[""ɑ""],""id"":1,""letters"":[""a""],""usageCount"":5743},{""sounds"":[""ɑː""],""id"":27,""letters"":[""a""],""usageCount"":894},{""sounds"":[""n""],""id"":5,""letters"":[""n""],""usageCount"":1958},{""sounds"":[""ɔ""],""id"":9,""letters"":[""o""],""usageCount"":1041}]",2,,,,
