id,text,sound_ids,sound_values_ipa,diacritic,usage_count
3,ا,[3],"[""ɑː""]",false,1266
1,ی,[1],"[""j""]",false,931
7,و,[7],"[""ʋ""]",false,716
4,ک,[4],"[""k""]",false,679
6,ہ,[6],"[""ɦ""]",false,644
11,ر,[19],"[""r""]",false,620
8,ے,[8],"[""ɛː""]",false,555
10,ن,[10],"[""n""]",false,520
9,س,[9],"[""s""]",false,396
5,ں,[5],"[""◌̃""]",true,301
2,ل,[2],"[""l""]",false,280
12,گ,[20],"[""g""]",false,158
