id,text,allophone_ids,allophone_values_ipa,letter_to_allophone_mappings,usage_count,word_type,spelling_consistency,root_word_id,root_word_text
381,sumisid,"[2,11,16,4,2,14,17]","[""s"",""u"",""m"",""iː"",""s"",""ɪ"",""d""]","[{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""d"",""id"":15,""letters"":""d"",""usageCount"":204}]",5,VERB,PERFECT,,
136,tata,"[7,1,8,7,1]","[""t"",""ɑ"",""ː"",""t"",""ɑ""]",[],5,NOUN,PERFECT,,
135,toto,"[7,6,8,7,6]","[""t"",""ɔ"",""ː"",""t"",""ɔ""]",[],5,NOUN,PERFECT,,
211,umiiyak,"[11,16,14,27,4,10,1,15]","[""u"",""m"",""ɪ"",""."",""iː"",""j"",""ɑ"",""k""]",[],5,VERB,PERFECT,210,umiyak
207,unggoy,"[11,3,18,22,37]","[""u"",""ŋ"",""ˈ"",""g"",""ɔɪ""]",[],5,NOUN,PHONEMIC,,
424,aming,"[1,8,16,14,3]","[""ɑ"",""ː"",""m"",""ɪ"",""ŋ""]","[{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",4,PRONOUN,PHONEMIC,425,amin
340,bag,"[20,1,22]","[""b"",""ɑ"",""g""]","[{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240}]",4,NOUN,PERFECT,,
205,beses,"[20,21,8,2,38,2]","[""b"",""ɛ"",""ː"",""s"",""ə"",""s""]",[],4,NOUN,PERFECT,,
183,binilang,"[20,14,5,4,13,1,3]","[""b"",""ɪ"",""n"",""iː"",""l"",""ɑ"",""ŋ""]",[],4,VERB,PHONEMIC,182,bilangin
287,buwan,"[20,11,18,23,1,8,5]","[""b"",""u"",""ˈ"",""w"",""ɑ"",""ː"",""n""]","[{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""w"",""id"":19,""letters"":""w"",""usageCount"":93},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",4,NOUN,PERFECT,,
318,daan,"[17,1,18,1,8,5]","[""d"",""ɑ"",""ˈ"",""ɑ"",""ː"",""n""]","[{""allophones"":""d"",""id"":15,""letters"":""d"",""usageCount"":204},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",4,NUMBER,PERFECT,,
250,di,"[17,14]","[""d"",""ɪ""]","[{""allophones"":""d"",""id"":15,""letters"":""d"",""usageCount"":204},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675}]",4,,PERFECT,,
406,dyaket,"[31,1,8,15,38,7]","[""dʒ"",""ɑ"",""ː"",""k"",""ə"",""t""]",[],4,NOUN,PHONEMIC,,
118,hinahabol,"[19,14,5,1,18,19,1,8,20,6,13]","[""h"",""ɪ"",""n"",""ɑ"",""ˈ"",""h"",""ɑ"",""ː"",""b"",""ɔ"",""l""]",[],4,VERB,PERFECT,117,habulin
107,isda,"[14,2,18,17,1]","[""ɪ"",""s"",""ˈ"",""d"",""ɑ""]",[],4,NOUN,PERFECT,,
47,kaarawan,"[15,1,27,1,12,1,23,1,8,5]","[""k"",""ɑ"",""."",""ɑ"",""r"",""ɑ"",""w"",""ɑ"",""ː"",""n""]",[],4,NOUN,PERFECT,,
407,likuran,"[13,14,15,11,18,12,1,8,5]","[""l"",""ɪ"",""k"",""u"",""ˈ"",""r"",""ɑ"",""ː"",""n""]","[{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",4,NOUN,PERFECT,,
114,makikita,"[16,1,15,14,18,15,4,8,7,1]","[""m"",""ɑ"",""k"",""ɪ"",""ˈ"",""k"",""iː"",""ː"",""t"",""ɑ""]",[],4,VERB,PERFECT,106,makita
33,maliit,"[16,1,13,4,14,7]","[""m"",""ɑ"",""l"",""iː"",""ɪ"",""t""]",[],4,ADJECTIVE,PERFECT,,
372,manok,"[16,1,18,5,6,8,15]","[""m"",""ɑ"",""ˈ"",""n"",""ɔ"",""ː"",""k""]","[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453}]",4,NOUN,PERFECT,,
76,matulog,"[16,1,7,11,13,6,22]","[""m"",""ɑ"",""t"",""u"",""l"",""ɔ"",""g""]",[],4,VERB,PERFECT,,
389,naglakad,"[5,1,22,13,1,18,15,1,8,17]","[""n"",""ɑ"",""g"",""l"",""ɑ"",""ˈ"",""k"",""ɑ"",""ː"",""d""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""d"",""id"":15,""letters"":""d"",""usageCount"":204}]",4,VERB,PERFECT,384,maglakad
316,nais,"[5,1,8,14,2]","[""n"",""ɑ"",""ː"",""ɪ"",""s""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079}]",4,NOUN,PERFECT,,
156,nakakalakad,"[5,1,18,15,1,8,15,1,13,1,8,15,1,17]","[""n"",""ɑ"",""ˈ"",""k"",""ɑ"",""ː"",""k"",""ɑ"",""l"",""ɑ"",""ː"",""k"",""ɑ"",""d""]",[],4,VERB,PERFECT,155,makalakad
408,napakabilis,"[5,1,9,1,15,1,20,14,18,13,4,2]","[""n"",""ɑ"",""p"",""ɑ"",""k"",""ɑ"",""b"",""ɪ"",""ˈ"",""l"",""iː"",""s""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079}]",4,ADJECTIVE,PERFECT,,
121,naupo,"[5,1,11,9,6,8]","[""n"",""ɑ"",""u"",""p"",""ɔ"",""ː""]",[],4,VERB,PERFECT,120,maupo
409,pagkain,"[9,1,22,15,1,8,14,5]","[""p"",""ɑ"",""g"",""k"",""ɑ"",""ː"",""ɪ"",""n""]","[{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",4,NOUN,PERFECT,,
240,palaka,"[9,1,13,1,18,15,1,8]","[""p"",""ɑ"",""l"",""ɑ"",""ˈ"",""k"",""ɑ"",""ː""]",[],4,NOUN,PERFECT,,
427,pantalon,"[9,1,5,7,1,18,13,6,8,5]","[""p"",""ɑ"",""n"",""t"",""ɑ"",""ˈ"",""l"",""ɔ"",""ː"",""n""]","[{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",4,NOUN,PERFECT,,
429,planeta,"[9,13,1,5,21,8,7,1]","[""p"",""l"",""ɑ"",""n"",""ɛ"",""ː"",""t"",""ɑ""]","[{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɛ"",""id"":21,""letters"":""e"",""usageCount"":31},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",4,NOUN,PERFECT,,
181,plastik,"[9,13,1,8,2,7,14,15]","[""p"",""l"",""ɑ"",""ː"",""s"",""t"",""ɪ"",""k""]",[],4,NOUN,PERFECT,,
309,sasakyang,"[2,1,2,1,15,18,10,1,8,3]","[""s"",""ɑ"",""s"",""ɑ"",""k"",""ˈ"",""j"",""ɑ"",""ː"",""ŋ""]","[{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",4,NOUN,PHONEMIC,308,sasakyan
231,talaga,"[7,1,13,1,18,22,1,8]","[""t"",""ɑ"",""l"",""ɑ"",""ˈ"",""g"",""ɑ"",""ː""]",[],4,,PERFECT,,
39,tatlo,"[7,1,7,13,6]","[""t"",""ɑ"",""t"",""l"",""ɔ""]",[],4,NUMBER,PERFECT,,
203,tawag,"[7,1,8,23,1,22]","[""t"",""ɑ"",""ː"",""w"",""ɑ"",""g""]",[],4,,PERFECT,,
428,tsaleko,"[33,1,13,21,8,15,6]","[""tʃ"",""ɑ"",""l"",""ɛ"",""ː"",""k"",""ɔ""]","[{""allophones"":""tʃ"",""id"":26,""letters"":""ts"",""usageCount"":12},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɛ"",""id"":21,""letters"":""e"",""usageCount"":31},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601}]",4,NOUN,HIGHLY_PHONEMIC,,
423,walong,"[23,1,18,13,6,8,3]","[""w"",""ɑ"",""ˈ"",""l"",""ɔ"",""ː"",""ŋ""]","[{""allophones"":""w"",""id"":19,""letters"":""w"",""usageCount"":93},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",4,NUMBER,PHONEMIC,86,walo
194,wika,"[23,4,8,15,1]","[""w"",""iː"",""ː"",""k"",""ɑ""]",[],4,VERB,PERFECT,,
215,agad,"[1,22,1,8,17]","[""ɑ"",""g"",""ɑ"",""ː"",""d""]",[],3,,PERFECT,,
45,anak,"[1,5,1,15]","[""ɑ"",""n"",""ɑ"",""k""]",[],3,NOUN,PERFECT,,
35,anim,"[1,5,14,16]","[""ɑ"",""n"",""ɪ"",""m""]",[],3,NUMBER,PERFECT,,
93,balon,"[20,1,13,6,5]","[""b"",""ɑ"",""l"",""ɔ"",""n""]",[],3,NOUN,PERFECT,,
277,gustong-gusto,"[22,11,2,7,6,8,3,27,22,11,2,7,6,8]","[""g"",""u"",""s"",""t"",""ɔ"",""ː"",""ŋ"",""."",""g"",""u"",""s"",""t"",""ɔ"",""ː""]","[{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601}]",3,,HIGHLY_PHONEMIC,,
298,kambing,"[15,1,16,18,20,4,3]","[""k"",""ɑ"",""m"",""ˈ"",""b"",""iː"",""ŋ""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",3,NOUN,PHONEMIC,,
219,katulad,"[15,1,7,11,8,13,1,17]","[""k"",""ɑ"",""t"",""u"",""ː"",""l"",""ɑ"",""d""]",[],3,ADJECTIVE,PERFECT,,
96,krak,"[15,12,1,15]","[""k"",""r"",""ɑ"",""k""]",[],3,,PERFECT,,
149,kuliglig,"[15,11,13,14,22,13,4,22]","[""k"",""u"",""l"",""ɪ"",""g"",""l"",""iː"",""g""]",[],3,NOUN,PERFECT,,
103,kuwago,"[15,11,23,1,8,22,6]","[""k"",""u"",""w"",""ɑ"",""ː"",""g"",""ɔ""]",[],3,NOUN,PERFECT,,
247,maabot,"[16,1,27,1,18,20,6,8,7]","[""m"",""ɑ"",""."",""ɑ"",""ˈ"",""b"",""ɔ"",""ː"",""t""]","[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707}]",3,VERB,PERFECT,,
346,mahika,"[18,16,1,8,19,14,18,15,1,8]","[""ˈ"",""m"",""ɑ"",""ː"",""h"",""ɪ"",""ˈ"",""k"",""ɑ"",""ː""]","[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",3,NOUN,PERFECT,,
131,nahulog,"[5,1,18,19,11,8,13,6,22]","[""n"",""ɑ"",""ˈ"",""h"",""u"",""ː"",""l"",""ɔ"",""g""]",[],3,,PERFECT,130,mahulog
174,nakakakain,"[5,1,15,1,15,1,15,1,8,14,5]","[""n"",""ɑ"",""k"",""ɑ"",""k"",""ɑ"",""k"",""ɑ"",""ː"",""ɪ"",""n""]",[],3,,PERFECT,173,makakain
171,nakalilipad,"[5,1,15,1,8,13,14,13,14,9,1,17]","[""n"",""ɑ"",""k"",""ɑ"",""ː"",""l"",""ɪ"",""l"",""ɪ"",""p"",""ɑ"",""d""]",[],3,VERB,PERFECT,172,makalilipad
168,narating,"[5,1,12,1,7,4,3]","[""n"",""ɑ"",""r"",""ɑ"",""t"",""iː"",""ŋ""]",[],3,,HIGHLY_PHONEMIC,167,marating
42,ngayong,"[3,1,18,10,6,8,3]","[""ŋ"",""ɑ"",""ˈ"",""j"",""ɔ"",""ː"",""ŋ""]",[],3,,NON_PHONEMIC,,
78,pagod,"[9,1,22,6,17]","[""p"",""ɑ"",""g"",""ɔ"",""d""]",[],3,ADJECTIVE,PERFECT,,
302,papalayo,"[9,1,9,1,13,1,18,6]","[""p"",""ɑ"",""p"",""ɑ"",""l"",""ɑ"",""ˈ"",""ɔ""]","[{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601}]",3,ADVERB,PERFECT,,
151,pato,"[18,9,1,8,7,6]","[""ˈ"",""p"",""ɑ"",""ː"",""t"",""ɔ""]",[],3,NOUN,PERFECT,,
327,sabay,"[2,1,18,20,1,8,10]","[""s"",""ɑ"",""ˈ"",""b"",""ɑ"",""ː"",""j""]","[{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403}]",3,ADJECTIVE,PERFECT,,
169,sanga,"[2,1,3,1,8]","[""s"",""ɑ"",""ŋ"",""ɑ"",""ː""]",[],3,NOUN,PHONEMIC,,
123,sinundan,"[2,14,5,11,5,17,1,8,5]","[""s"",""ɪ"",""n"",""u"",""n"",""d"",""ɑ"",""ː"",""n""]",[],3,VERB,PERFECT,122,sundan
255,sorbetes,"[2,6,12,20,21,8,7,38,2]","[""s"",""ɔ"",""r"",""b"",""ɛ"",""ː"",""t"",""ə"",""s""]","[{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɛ"",""id"":21,""letters"":""e"",""usageCount"":31}]",3,NOUN,,,
148,tatlong,"[7,1,7,18,13,6,3]","[""t"",""ɑ"",""t"",""ˈ"",""l"",""ɔ"",""ŋ""]",[],3,,HIGHLY_PHONEMIC,39,tatlo
161,tinapay,"[7,14,18,5,1,8,9,25]","[""t"",""ɪ"",""ˈ"",""n"",""ɑ"",""ː"",""p"",""ɑɪ""]",[],3,NOUN,PERFECT,,
258,tren,"[7,12,21,8,5]","[""t"",""r"",""ɛ"",""ː"",""n""]","[{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ɛ"",""id"":21,""letters"":""e"",""usageCount"":31},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",3,NOUN,PERFECT,,
44,tumulong,"[7,11,16,11,13,6,3]","[""t"",""u"",""m"",""u"",""l"",""ɔ"",""ŋ""]",[],3,,HIGHLY_PHONEMIC,,
299,tupa,"[7,11,8,9,1]","[""t"",""u"",""ː"",""p"",""ɑ""]","[{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",3,NOUN,PERFECT,,
303,asno,"[1,2,5,6,8]","[""ɑ"",""s"",""n"",""ɔ"",""ː""]","[{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601}]",2,NOUN,PERFECT,,
126,bitawan,"[20,14,18,7,1,8,23,1,5]","[""b"",""ɪ"",""ˈ"",""t"",""ɑ"",""ː"",""w"",""ɑ"",""n""]",[],2,VERB,PERFECT,,
125,dumungaw,"[17,11,18,16,11,8,3,1,23]","[""d"",""u"",""ˈ"",""m"",""u"",""ː"",""ŋ"",""ɑ"",""w""]",[],2,VERB,PHONEMIC,,
233,gaano,"[22,1,27,1,8,5,6]","[""g"",""ɑ"",""."",""ɑ"",""ː"",""n"",""ɔ""]",[],2,,PERFECT,,
46,gagawin,"[22,1,22,1,23,4,5]","[""g"",""ɑ"",""g"",""ɑ"",""w"",""iː"",""n""]",[],2,VERB,PERFECT,,
158,gumapang,"[22,11,16,1,8,9,1,3]","[""g"",""u"",""m"",""ɑ"",""ː"",""p"",""ɑ"",""ŋ""]",[],2,VERB,PHONEMIC,,
351,hagdan,"[19,1,22,18,17,8,1,5]","[""h"",""ɑ"",""g"",""ˈ"",""d"",""ː"",""ɑ"",""n""]","[{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""d"",""id"":15,""letters"":""d"",""usageCount"":204},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",2,NOUN,PERFECT,,
339,halos,"[19,1,8,13,6,2]","[""h"",""ɑ"",""ː"",""l"",""ɔ"",""s""]","[{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079}]",2,ADVERB,PERFECT,,
245,hawakan,"[19,23,8,15,1,5]","[""h"",""w"",""ː"",""k"",""ɑ"",""n""]","[{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""w"",""id"":19,""letters"":""w"",""usageCount"":93},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",2,VERB,PERFECT,,
269,heto,"[19,21,8,7,6]","[""h"",""ɛ"",""ː"",""t"",""ɔ""]","[{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""ɛ"",""id"":21,""letters"":""e"",""usageCount"":31},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601}]",2,,PERFECT,,
163,hinihila,"[19,14,5,14,19,4,13,1]","[""h"",""ɪ"",""n"",""ɪ"",""h"",""iː"",""l"",""ɑ""]",[],2,VERB,PERFECT,162,hilahin
166,hinila,"[19,14,5,4,13,1]","[""h"",""ɪ"",""n"",""iː"",""l"",""ɑ""]",[],2,VERB,PERFECT,162,hilahin
325,humingi,"[19,11,16,14,3,4]","[""h"",""u"",""m"",""ɪ"",""ŋ"",""iː""]","[{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722}]",2,VERB,PHONEMIC,,
124,huminto,"[19,11,16,14,5,18,7,6]","[""h"",""u"",""m"",""ɪ"",""n"",""ˈ"",""t"",""ɔ""]",[],2,VERB,PERFECT,,
246,inunat,"[14,5,11,8,5,1,7]","[""ɪ"",""n"",""u"",""ː"",""n"",""ɑ"",""t""]","[{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707}]",2,VERB,PERFECT,,
