id,text,allophone_ids,allophone_values_ipa,letter_to_allophone_mappings,usage_count,word_type,spelling_consistency,root_word_id,root_word_text
438,iskuwirel,"[14,2,15,11,23,4,12,38,13]","[""ɪ"",""s"",""k"",""u"",""w"",""iː"",""r"",""ə"",""l""]","[{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""w"",""id"":19,""letters"":""w"",""usageCount"":93},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ə"",""id"":22,""letters"":""e"",""usageCount"":37},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464}]",13,NOUN,PERFECT,,
304,mabilis,"[16,1,20,14,18,13,4,2]","[""m"",""ɑ"",""b"",""ɪ"",""ˈ"",""l"",""iː"",""s""]","[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079}]",13,ADJECTIVE,PERFECT,,
38,maging,"[16,1,22,4,3]","[""m"",""ɑ"",""g"",""iː"",""ŋ""]",[],13,VERB,PHONEMIC,,
142,nakikita,"[5,1,15,14,18,15,4,7,1]","[""n"",""ɑ"",""k"",""ɪ"",""ˈ"",""k"",""iː"",""t"",""ɑ""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",13,VERB,PERFECT,106,makita
164,nila,"[5,14,13,1,8]","[""n"",""ɪ"",""l"",""ɑ"",""ː""]",[],13,,PERFECT,,
55,tatay,"[7,1,7,1,10]","[""t"",""ɑ"",""t"",""ɑ"",""j""]",[],13,NOUN,PERFECT,,
252,kailangan,"[15,1,14,13,1,8,3,1,5]","[""k"",""ɑ"",""ɪ"",""l"",""ɑ"",""ː"",""ŋ"",""ɑ"",""n""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",12,,PHONEMIC,,
442,mama,[],[],"[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑː"",""id"":27,""letters"":""a"",""usageCount"":89},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",12,NOUN,PERFECT,,
385,naku,"[5,1,18,15,11,8]","[""n"",""ɑ"",""ˈ"",""k"",""u"",""ː""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406}]",12,,PERFECT,,
382,silang,"[2,4,13,1,3]","[""s"",""iː"",""l"",""ɑ"",""ŋ""]","[{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",12,NOUN,PHONEMIC,,
241,bituin,"[20,14,7,11,18,4,5]","[""b"",""ɪ"",""t"",""u"",""ˈ"",""iː"",""n""]",[],11,NOUN,PERFECT,,
436,gabi,"[22,1,18,20,4]","[""g"",""ɑ"",""ˈ"",""b"",""iː""]","[{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722}]",11,NOUN,PERFECT,,
431,hanggang,"[19,1,3,18,22,1,8,3]","[""h"",""ɑ"",""ŋ"",""ˈ"",""g"",""ɑ"",""ː"",""ŋ""]","[{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",11,PREPOSITION,,,
144,ina,"[14,5,1,8]","[""ɪ"",""n"",""ɑ"",""ː""]",[],11,NOUN,PERFECT,,
390,kahit,"[15,1,8,19,14,7]","[""k"",""ɑ"",""ː"",""h"",""ɪ"",""t""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707}]",11,,PERFECT,,
20,lahat,"[13,1,19,1,7]","[""l"",""ɑ"",""h"",""ɑ"",""t""]",[],11,,PERFECT,,
52,lolo,"[13,6,13,6]","[""l"",""ɔ"",""l"",""ɔ""]",[],11,NOUN,PERFECT,,
377,lumipad,"[13,11,16,14,18,9,1,8,17]","[""l"",""u"",""m"",""ɪ"",""ˈ"",""p"",""ɑ"",""ː"",""d""]","[{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""d"",""id"":15,""letters"":""d"",""usageCount"":204}]",11,VERB,PERFECT,,
278,nasa,"[5,1,8,2,1]","[""n"",""ɑ"",""ː"",""s"",""ɑ""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",11,,PERFECT,,
400,nito,"[5,14,18,7,6,8]","[""n"",""ɪ"",""ˈ"",""t"",""ɔ"",""ː""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601}]",11,,PERFECT,,
434,niyang,"[5,14,18,10,1,3]","[""n"",""ɪ"",""ˈ"",""j"",""ɑ"",""ŋ""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",11,PRONOUN,PHONEMIC,,
343,paalam,"[9,1,1,8,13,1,16]","[""p"",""ɑ"",""ɑ"",""ː"",""l"",""ɑ"",""m""]","[{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355}]",11,,PERFECT,,
320,tutulungan,"[18,7,11,8,7,11,13,11,8,3,1,5]","[""ˈ"",""t"",""u"",""ː"",""t"",""u"",""l"",""u"",""ː"",""ŋ"",""ɑ"",""n""]","[{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",11,VERB,HIGHLY_PHONEMIC,,
200,alam,"[1,13,1,8,16]","[""ɑ"",""l"",""ɑ"",""ː"",""m""]",[],10,,PERFECT,,
350,bahay,"[20,1,8,19,1,10]","[""b"",""ɑ"",""ː"",""h"",""ɑ"",""j""]","[{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403}]",10,NOUN,PERFECT,,
186,bibe,"[20,4,20,38]","[""b"",""iː"",""b"",""ə""]",[],10,NOUN,PERFECT,,
134,bulate,"[20,11,13,1,8,7,21]","[""b"",""u"",""l"",""ɑ"",""ː"",""t"",""ɛ""]",[],10,NOUN,PERFECT,,
259,buong,"[20,11,18,6,3]","[""b"",""u"",""ˈ"",""ɔ"",""ŋ""]","[{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",10,ADJECTIVE,PHONEMIC,,
386,dito,"[17,4,7,6]","[""d"",""iː"",""t"",""ɔ""]","[{""allophones"":""d"",""id"":15,""letters"":""d"",""usageCount"":204},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601}]",10,,PERFECT,,
19,ibon,"[4,20,6,5]","[""iː"",""b"",""ɔ"",""n""]","[{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",10,NOUN,PERFECT,,
383,ilalim,"[14,13,1,8,13,14,16]","[""ɪ"",""l"",""ɑ"",""ː"",""l"",""ɪ"",""m""]","[{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355}]",10,ADJECTIVE,PERFECT,,
367,kulay,"[15,11,8,13,1,10]","[""k"",""u"",""ː"",""l"",""ɑ"",""j""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403}]",10,NOUN,PERFECT,,
331,lamang,"[13,1,8,16,1,3]","[""l"",""ɑ"",""ː"",""m"",""ɑ"",""ŋ""]","[{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",10,ADVERB,PHONEMIC,,
398,liwanag,"[13,14,23,1,8,5,1,22]","[""l"",""ɪ"",""w"",""ɑ"",""ː"",""n"",""ɑ"",""g""]","[{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""w"",""id"":19,""letters"":""w"",""usageCount"":93},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240}]",10,NOUN,PERFECT,,
51,lola,"[13,6,13,1]","[""l"",""ɔ"",""l"",""ɑ""]",[],10,NOUN,PERFECT,,
218,lumangoy,"[13,11,16,1,3,6,10]","[""l"",""u"",""m"",""ɑ"",""ŋ"",""ɔ"",""j""]",[],10,VERB,HIGHLY_PHONEMIC,,
347,mata,"[16,1,18,7,1,8]","[""m"",""ɑ"",""ˈ"",""t"",""ɑ"",""ː""]","[{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",10,NOUN,PERFECT,,
403,o,[6],"[""ɔ""]","[{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601}]",10,,PERFECT,,
435,paaralan,"[18,9,1,27,1,12,1,18,13,1,8,5]","[""ˈ"",""p"",""ɑ"",""."",""ɑ"",""r"",""ɑ"",""ˈ"",""l"",""ɑ"",""ː"",""n""]","[{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",10,NOUN,PERFECT,,
262,saan,"[2,1,18,1,8,5]","[""s"",""ɑ"",""ˈ"",""ɑ"",""ː"",""n""]","[{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",10,,PERFECT,,
18,sino,"[2,4,5,6]","[""s"",""iː"",""n"",""ɔ""]",[],10,,PERFECT,,
185,sisiw,"[2,4,2,14,23]","[""s"",""iː"",""s"",""ɪ"",""w""]",[],10,NOUN,PERFECT,,
43,tayo,"[7,1,10,6]","[""t"",""ɑ"",""j"",""ɔ""]",[],10,,PERFECT,,
399,wakas,"[23,1,18,15,1,8,2]","[""w"",""ɑ"",""ˈ"",""k"",""ɑ"",""ː"",""s""]","[{""allophones"":""w"",""id"":19,""letters"":""w"",""usageCount"":93},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079}]",10,NOUN,PERFECT,,
274,baboy,"[20,1,8,20,6,10]","[""b"",""ɑ"",""ː"",""b"",""ɔ"",""j""]","[{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403}]",9,NOUN,PERFECT,,
359,batang,"[20,1,8,7,1,3]","[""b"",""ɑ"",""ː"",""t"",""ɑ"",""ŋ""]","[{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",9,NOUN,PHONEMIC,357,bata
17,batubato,"[20,1,8,7,11,20,1,8,7,6]","[""b"",""ɑ"",""ː"",""t"",""u"",""b"",""ɑ"",""ː"",""t"",""ɔ""]",[],9,NOUN,PERFECT,,
439,dahil,"[17,236,19,14,13]","[""d"",""ɑː"",""h"",""ɪ"",""l""]","[{""allophones"":""d"",""id"":15,""letters"":""d"",""usageCount"":204},{""allophones"":""ɑː"",""id"":27,""letters"":""a"",""usageCount"":89},{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464}]",9,,PERFECT,,
265,enerhiya,"[21,5,38,12,18,19,4,10,1]","[""ɛ"",""n"",""ə"",""r"",""ˈ"",""h"",""iː"",""j"",""ɑ""]","[{""allophones"":""ɛ"",""id"":21,""letters"":""e"",""usageCount"":31},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ə"",""id"":22,""letters"":""e"",""usageCount"":37},{""allophones"":""r"",""id"":12,""letters"":""r"",""usageCount"":211},{""allophones"":""h"",""id"":13,""letters"":""h"",""usageCount"":165},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",9,NOUN,PERFECT,,
342,gamit,"[22,1,8,16,14,7]","[""g"",""ɑ"",""ː"",""m"",""ɪ"",""t""]","[{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""m"",""id"":18,""letters"":""m"",""usageCount"":355},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707}]",9,NOUN,PERFECT,,
348,iyong,"[14,10,6,3]","[""ɪ"",""j"",""ɔ"",""ŋ""]","[{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403},{""allophones"":""ɔ"",""id"":9,""letters"":""o"",""usageCount"":601},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",9,PRONOUN,PHONEMIC,,
416,kaniya,"[15,1,5,14,18,10,1,46]","[""k"",""ɑ"",""n"",""ɪ"",""ˈ"",""j"",""ɑ"",""ˌ""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",9,PRONOUN,PERFECT,,
422,naisip,"[5,1,4,2,14,9]","[""n"",""ɑ"",""iː"",""s"",""ɪ"",""p""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381}]",9,VERB,PERFECT,420,maisip
266,nasaan,"[18,5,1,8,2,1,18,1,8,5]","[""ˈ"",""n"",""ɑ"",""ː"",""s"",""ɑ"",""ˈ"",""ɑ"",""ː"",""n""]","[{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",9,,PERFECT,,
113,paa,"[9,1,27,1,8]","[""p"",""ɑ"",""."",""ɑ"",""ː""]",[],9,NOUN,PERFECT,,
375,papunta,"[9,1,9,34,5,18,7,1,8]","[""p"",""ɑ"",""p"",""v"",""n"",""ˈ"",""t"",""ɑ"",""ː""]","[{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767}]",9,,PERFECT,,
412,pulang,"[9,11,18,13,1,8,3]","[""p"",""u"",""ˈ"",""l"",""ɑ"",""ː"",""ŋ""]","[{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""u"",""id"":11,""letters"":""u"",""usageCount"":406},{""allophones"":""l"",""id"":16,""letters"":""l"",""usageCount"":464},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",9,ADJECTIVE,PHONEMIC,411,pula
361,sadyang,"[2,1,17,10,1,3]","[""s"",""ɑ"",""d"",""j"",""ɑ"",""ŋ""]","[{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""d"",""id"":15,""letters"":""d"",""usageCount"":204},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",9,,PHONEMIC,,
414,sinabing,"[2,14,5,1,8,20,14,3]","[""s"",""ɪ"",""n"",""ɑ"",""ː"",""b"",""ɪ"",""ŋ""]","[{""allophones"":""s"",""id"":6,""letters"":""s"",""usageCount"":1079},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""ŋ"",""id"":23,""letters"":""ng"",""usageCount"":970}]",9,VERB,PHONEMIC,413,sabihin
365,binigyan,"[20,14,5,14,22,18,10,1,8,5]","[""b"",""ɪ"",""n"",""ɪ"",""g"",""ˈ"",""j"",""ɑ"",""ː"",""n""]","[{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""g"",""id"":20,""letters"":""g"",""usageCount"":240},{""allophones"":""j"",""id"":3,""letters"":""y"",""usageCount"":403},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116}]",8,VERB,PERFECT,,
360,binti,"[20,14,5,7,4]","[""b"",""ɪ"",""n"",""t"",""iː""]","[{""allophones"":""b"",""id"":4,""letters"":""b"",""usageCount"":282},{""allophones"":""ɪ"",""id"":14,""letters"":""i"",""usageCount"":675},{""allophones"":""n"",""id"":5,""letters"":""n"",""usageCount"":1116},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722}]",8,NOUN,PERFECT,,
132,bumalik,"[20,11,16,1,13,4,15]","[""b"",""u"",""m"",""ɑ"",""l"",""iː"",""k""]",[],8,VERB,PERFECT,,
401,kapatid,"[15,1,9,1,18,7,4,17]","[""k"",""ɑ"",""p"",""ɑ"",""ˈ"",""t"",""iː"",""d""]","[{""allophones"":""k"",""id"":17,""letters"":""k"",""usageCount"":453},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""p"",""id"":10,""letters"":""p"",""usageCount"":381},{""allophones"":""ɑ"",""id"":1,""letters"":""a"",""usageCount"":3767},{""allophones"":""t"",""id"":7,""letters"":""t"",""usageCount"":707},{""allophones"":""iː"",""id"":8,""letters"":""i"",""usageCount"":722},{""allophones"":""d"",""id"":15,""letters"":""d"",""usageCount"":204}]",8,NOUN,PERFECT,,
