id,title,description,content_license,attribution_url,reading_level,cover_image_id,chapters
16,Amalungiselelo Amakhulu Embovane Encinane,"Eli libali malunga nembovane encinci enecebo elikhulu, kunye nendlela uthando lwakhe lokufunda lwasindisa ngayo usuku.",CREATIVE_COMMONS_CC_BY,https://storyweaver.org.in/stories/91832-amalungiselelo-amakhulu-embovane-encinane,LEVEL2,187,"[{""image"":{""id"":189},""sortOrder"":0,""id"":176,""storyBookParagraphs"":[{""originalText"":""IMbovane Encinane yayikuthanda kakhulu ukufunda. IMbovane Encinane yayidla ngokunyenjwa ngale nto."",""sortOrder"":0,""id"":237},{""originalText"":""\u201cIimbovane azifundi umthetho wazo. Iimbovane kufuneka zityile.Iimbovane ziqokelela ukutya ezikutyayo.\u201d"",""sortOrder"":1,""id"":238}]},{""image"":{""id"":190},""sortOrder"":1,""id"":177,""storyBookParagraphs"":[{""originalText"":""Imbovane Encinanane ingafunda usuku lonke, ingafunda ifunde de kuphele usuku."",""sortOrder"":0,""id"":239}]},{""image"":{""id"":191},""sortOrder"":2,""id"":178,""storyBookParagraphs"":[{""originalText"":""Ezinye iimbovane zithatha oko zikufumanayo,"",""sortOrder"":0,""id"":240},{""originalText"":""ukugcinela ubusika ngaphatsi komhlaba."",""sortOrder"":1,""id"":241}]},{""image"":{""id"":192},""sortOrder"":3,""id"":179,""storyBookParagraphs"":[{""originalText"":""Umama kunye notata wayo bacaphuka kakhulu,"",""sortOrder"":0,""id"":242},{""originalText"":""yaze Imbovane Encinane yaziva idakumbile ngokwenyani."",""sortOrder"":1,""id"":243}]},{""image"":{""id"":193},""sortOrder"":4,""id"":180,""storyBookParagraphs"":[{""originalText"":""Ekwindla xa amagqabi"",""sortOrder"":0,""id"":244},{""originalText"":""ewela phantsi,"",""sortOrder"":1,""id"":245}]},{""image"":{""id"":194},""sortOrder"":5,""id"":181,""storyBookParagraphs"":[{""originalText"":""iimbovane kufuneka ziyokufihla ukutya phantsi komhlaba."",""sortOrder"":0,""id"":246}]},{""image"":{""id"":195},""sortOrder"":6,""id"":182,""storyBookParagraphs"":[{""originalText"":""Ikumkanikazi ifuna ukutya ukuze igcwalise uvimba wayo, ngoko ke zonke iimbovane kufuneka zisebenze kakhulu."",""sortOrder"":0,""id"":247}]},{""image"":{""id"":196},""sortOrder"":7,""id"":183,""storyBookParagraphs"":[{""originalText"":""Imbovane Encinane iqalisa ngokukhwaza"",""sortOrder"":0,""id"":248},{""originalText"":""ngendawo efunde ngayo,"",""sortOrder"":1,""id"":249},{""originalText"":""\u201cIrestyurenti yinto efunekayo, indawo apho abantu batyela khona."",""sortOrder"":2,""id"":250},{""originalText"":""Zitsho njalo iincwadi endizifundayo.\u201d"",""sortOrder"":3,""id"":251}]},{""image"":{""id"":197},""sortOrder"":8,""id"":184,""storyBookParagraphs"":[{""originalText"":""Iimbovane zahamba ngomkrozo nganye nganye."",""sortOrder"":0,""id"":252},{""originalText"":""Zisenza umkrozo ekutshoneni kwelanga."",""sortOrder"":1,""id"":253}]},{""image"":{""id"":198},""sortOrder"":9,""id"":185,""storyBookParagraphs"":[]},{""image"":{""id"":199},""sortOrder"":10,""id"":186,""storyBookParagraphs"":[{""originalText"":""Iimbovane zahamba ngomkrozo nganye nganye."",""sortOrder"":0,""id"":254},{""originalText"":""Zisenza umkrozo ekutshoneni kwelanga."",""sortOrder"":1,""id"":255}]},{""image"":{""id"":200},""sortOrder"":11,""id"":187,""storyBookParagraphs"":[{""originalText"":""Iimbovane zahamba ngomkrozo nganye nganye, zithwele ibhega, zithwele ibhanisi."",""sortOrder"":0,""id"":256}]},{""image"":{""id"":201},""sortOrder"":12,""id"":188,""storyBookParagraphs"":[{""originalText"":""Xa zibuya, ikumkanikazi iyavuya."",""sortOrder"":0,""id"":257},{""originalText"":""Oovimba bagcwele. Zivuya ngathi ziphambene."",""sortOrder"":1,""id"":258}]},{""image"":{""id"":202},""sortOrder"":13,""id"":189,""storyBookParagraphs"":[]},{""image"":{""id"":203},""sortOrder"":14,""id"":190,""storyBookParagraphs"":[{""originalText"":""Imbovane Encinane ifumana ukwangiwa"",""sortOrder"":0,""id"":259},{""originalText"":""nguMama noTata."",""sortOrder"":1,""id"":260}]},{""image"":{""id"":204},""sortOrder"":15,""id"":191,""storyBookParagraphs"":[{""originalText"":""Udade wayo omncinane ubamba isandla sayo,"",""sortOrder"":0,""id"":261},{""originalText"":""\u201cNgoku ndicinga ukuba ndiyaqonda. Indlela othanda ngayo ukufunda incwadi \u2026"",""sortOrder"":1,""id"":262},{""originalText"":""Indenza ukuba ndikrwaqule.\u201d"",""sortOrder"":2,""id"":263}]},{""image"":{""id"":205},""sortOrder"":16,""id"":192,""storyBookParagraphs"":[]},{""image"":{""id"":206},""sortOrder"":17,""id"":193,""storyBookParagraphs"":[]}]"
23,Amanani,Amanani 1 - 10 ngesiXhosa.,CREATIVE_COMMONS_CC_BY,https://storyweaver.org.in/stories/49095-numbers,LEVEL1,304,"[{""image"":{""id"":306},""sortOrder"":0,""id"":287,""storyBookParagraphs"":[{""originalText"":""inye"",""sortOrder"":0,""id"":366}]},{""image"":{""id"":307},""sortOrder"":1,""id"":288,""storyBookParagraphs"":[{""originalText"":""zimbini"",""sortOrder"":0,""id"":367}]},{""image"":{""id"":308},""sortOrder"":2,""id"":289,""storyBookParagraphs"":[{""originalText"":""zintathu"",""sortOrder"":0,""id"":368}]},{""image"":{""id"":309},""sortOrder"":3,""id"":290,""storyBookParagraphs"":[{""originalText"":""zine"",""sortOrder"":0,""id"":369}]},{""image"":{""id"":310},""sortOrder"":4,""id"":291,""storyBookParagraphs"":[{""originalText"":""zintlanu"",""sortOrder"":0,""id"":370}]},{""image"":{""id"":311},""sortOrder"":5,""id"":292,""storyBookParagraphs"":[{""originalText"":""zinthandathu"",""sortOrder"":0,""id"":371}]},{""image"":{""id"":312},""sortOrder"":6,""id"":293,""storyBookParagraphs"":[{""originalText"":""zisixhenxe"",""sortOrder"":0,""id"":372}]},{""image"":{""id"":313},""sortOrder"":7,""id"":294,""storyBookParagraphs"":[{""originalText"":""zisibhozo"",""sortOrder"":0,""id"":373}]},{""image"":{""id"":314},""sortOrder"":8,""id"":295,""storyBookParagraphs"":[{""originalText"":""lithoba"",""sortOrder"":0,""id"":374}]},{""image"":{""id"":315},""sortOrder"":9,""id"":296,""storyBookParagraphs"":[{""originalText"":""lishumi"",""sortOrder"":0,""id"":375}]}]"
15,"Intlanzi yam! Hayi, yeyam!",Ibali elifutshane nelihlekisayo labahlobo abathathu neentlanzi ezikrelekrele ezintathu.,CREATIVE_COMMONS_CC_BY,https://storyweaver.org.in/stories/100442-my-fish-no-my-fish,LEVEL1,174,"[{""image"":{""id"":176},""sortOrder"":0,""id"":164,""storyBookParagraphs"":[{""originalText"":""UKicchu wavuya kwakusasa. \""Lixesha lokuloba intlanzi,\""watsho ezamla."",""sortOrder"":0,""id"":219}]},{""image"":{""id"":177},""sortOrder"":1,""id"":165,""storyBookParagraphs"":[{""originalText"":""Wadibana noChoru endleleni eya echibini. Babengabahlobo benene ababedlala imini yonke."",""sortOrder"":0,""id"":220}]},{""image"":{""id"":178},""sortOrder"":2,""id"":166,""storyBookParagraphs"":[{""originalText"":""UMunia wababona begxalathelana neentambo zabo zokuloba."",""sortOrder"":0,""id"":221},{""originalText"":""\""Siyokuloba echibini. Hamba nathi Munia, ukuba uyafuna.\"""",""sortOrder"":1,""id"":222}]},{""image"":{""id"":179},""sortOrder"":3,""id"":167,""storyBookParagraphs"":[{""originalText"":""UMunia omncinane wacinga okwethutyana. \""Ncedani ningayenzi loo nto,\"" watsho, \""ngaphandle kwamanzi, iyakufa intlanzi.\"""",""sortOrder"":0,""id"":223}]},{""image"":{""id"":180},""sortOrder"":4,""id"":168,""storyBookParagraphs"":[{""originalText"":""Abazange bafune ukumamela oko kwakuthethwa nguMunia. Basuka baqhubeka ukuya echibini ngoko nangoko."",""sortOrder"":0,""id"":224}]},{""image"":{""id"":181},""sortOrder"":5,""id"":169,""storyBookParagraphs"":[{""originalText"":""UKicchu noChoru bahlala belinde ngasechibini. Iintlanzi ezimbini zazidada, enye ibhityile enye ingqukuva."",""sortOrder"":0,""id"":225}]},{""image"":{""id"":182},""sortOrder"":6,""id"":170,""storyBookParagraphs"":[{""originalText"":""Kwaze kwafika enye yesithathu, abangazange bakubone ubukhulu bayo. UMunia wahleka esithi, \""Inkulu kunenyawo lika Appa!\"""",""sortOrder"":0,""id"":226}]},{""image"":{""id"":183},""sortOrder"":7,""id"":171,""storyBookParagraphs"":[{""originalText"":""UKicchu noChoru baziqinisa nkqi iintambo zabo. Wakhwaza uKicchu, \""INTLANZI YAM!\"""",""sortOrder"":0,""id"":227},{""originalText"":""Wakhwaza naye uChoru, \""HAYI... INTLANZI YAM!\"""",""sortOrder"":1,""id"":228}]},{""image"":{""id"":184},""sortOrder"":8,""id"":172,""storyBookParagraphs"":[{""originalText"":""﻿UKicchu watsala ngamandla..."",""sortOrder"":0,""id"":229},{""originalText"":""UChoru watsala ngamandla..."",""sortOrder"":1,""id"":230}]},{""image"":{""id"":185},""sortOrder"":9,""id"":173,""storyBookParagraphs"":[{""originalText"":""KKRRR! Zaqhawuka zombini iintambo."",""sortOrder"":0,""id"":231},{""originalText"":""﻿BHAXA! UKicchu wawa phantsi."",""sortOrder"":1,""id"":232},{""originalText"":""DYUMPU! UChoru wawela emanzini."",""sortOrder"":2,""id"":233}]},{""image"":{""id"":186},""sortOrder"":10,""id"":174,""storyBookParagraphs"":[{""originalText"":""Kwenzeke ntoni?"",""sortOrder"":0,""id"":234},{""originalText"":""Ucinga ntoni?"",""sortOrder"":1,""id"":235},{""originalText"":""Intlanzi yayizirhintyele zombini iintambo!"",""sortOrder"":2,""id"":236}]}]"
1,Izinambuzane ezingumangaliso: Incwadi yokubala,Fundela ukubala ? Masiqwalasele izinambuzane,CREATIVE_COMMONS_CC_BY,https://storyweaver.org.in/stories/112177-isixhosa,LEVEL1,1,"[{""image"":{""id"":2},""sortOrder"":0,""id"":1,""storyBookParagraphs"":[]},{""image"":{""id"":3},""sortOrder"":1,""id"":2,""storyBookParagraphs"":[{""originalText"":""Intenthe"",""sortOrder"":0,""id"":1},{""originalText"":""1"",""sortOrder"":1,""id"":2}]},{""image"":{""id"":4},""sortOrder"":2,""id"":3,""storyBookParagraphs"":[{""originalText"":""Amabhabhathane"",""sortOrder"":0,""id"":3},{""originalText"":""2"",""sortOrder"":1,""id"":4}]},{""image"":{""id"":5},""sortOrder"":3,""id"":4,""storyBookParagraphs"":[{""originalText"":""Izinambuzane samagqabi"",""sortOrder"":0,""id"":5},{""originalText"":""3"",""sortOrder"":1,""id"":6}]},{""image"":{""id"":6},""sortOrder"":4,""id"":5,""storyBookParagraphs"":[{""originalText"":""Oonomeva"",""sortOrder"":0,""id"":7},{""originalText"":""4"",""sortOrder"":1,""id"":8}]},{""image"":{""id"":7},""sortOrder"":5,""id"":6,""storyBookParagraphs"":[{""originalText"":""Amavivingane"",""sortOrder"":0,""id"":9},{""originalText"":""5"",""sortOrder"":1,""id"":10}]},{""image"":{""id"":8},""sortOrder"":6,""id"":7,""storyBookParagraphs"":[{""originalText"":""Amaphela eempahla"",""sortOrder"":0,""id"":11},{""originalText"":""6"",""sortOrder"":1,""id"":12}]},{""image"":{""id"":9},""sortOrder"":7,""id"":8,""storyBookParagraphs"":[{""originalText"":""Iinyosi"",""sortOrder"":0,""id"":13},{""originalText"":""7"",""sortOrder"":1,""id"":14}]},{""image"":{""id"":10},""sortOrder"":8,""id"":9,""storyBookParagraphs"":[{""originalText"":""Ubhatom"",""sortOrder"":0,""id"":15},{""originalText"":""8"",""sortOrder"":1,""id"":16}]},{""image"":{""id"":41},""sortOrder"":9,""id"":10,""storyBookParagraphs"":[{""originalText"":""Inkanyezi"",""sortOrder"":0,""id"":17},{""originalText"":""9"",""sortOrder"":1,""id"":18}]},{""image"":{""id"":12},""sortOrder"":10,""id"":11,""storyBookParagraphs"":[{""originalText"":""Oomakhulu"",""sortOrder"":0,""id"":19},{""originalText"":""10"",""sortOrder"":1,""id"":20}]},{""image"":{""id"":13},""sortOrder"":11,""id"":12,""storyBookParagraphs"":[]}]"
9,Izinwele zami ezikhethekile,,CREATIVE_COMMONS_CC_BY,https://bookdash.org/books/special-hair-renate-van-rensburg-jess-jardim-wedepohl-candice-dingwall/,LEVEL2,109,"[{""image"":{""id"":110},""sortOrder"":0,""id"":102,""storyBookParagraphs"":[]},{""image"":{""id"":111},""sortOrder"":1,""id"":104,""storyBookParagraphs"":[{""originalText"":""Ndinentloko ekhetheke kakhulu, intloko ekhethekileyo yeenwele. Iinwele zam ezikhethekileyo zahlukile."",""sortOrder"":0,""id"":110},{""originalText"":""Iinwele zam ezikhethekileyo."",""sortOrder"":1,""id"":114}]},{""image"":{""id"":112},""sortOrder"":2,""id"":105,""storyBookParagraphs"":[{""originalText"":""Azikhuli nje entloko, kodwa zezam,"",""sortOrder"":0,""id"":111},{""originalText"":""ezam ndodwa,"",""sortOrder"":1,""id"":115},{""originalText"":""mna qha!"",""sortOrder"":2,""id"":116},{""originalText"":""Iinwele zam ezikhethekileyo zenza izinto ezikhethekileyo \u2013 ziinwele ezingumlingo, uyabona."",""sortOrder"":3,""id"":117}]},{""image"":{""id"":113},""sortOrder"":3,""id"":106,""storyBookParagraphs"":[{""originalText"":""Ehlotyeni xa ilanga litshisa, kungekho mthunzi naphi na, andibili, anditshi."",""sortOrder"":0,""id"":112},{""originalText"":""Ndikhula umnqwazi weenwele."",""sortOrder"":1,""id"":113}]},{""image"":{""id"":114},""sortOrder"":4,""id"":107,""storyBookParagraphs"":[{""originalText"":""Ebusika xa impulo yam ijika iba bomvu, naxaingqeleyobusikaivuthuza, iinwele zam ezikhethekileyo zikhula zibe nde kakhulu."",""sortOrder"":0,""id"":118},{""originalText"":""Zindombathisisle ukusuka phezulu ukuya ezinzwaneni."",""sortOrder"":1,""id"":119}]},{""image"":{""id"":115},""sortOrder"":5,""id"":108,""storyBookParagraphs"":[{""originalText"":""Entwasahlobo xa zonke iintaka ziphuma, yaye iyileyo isakha indlwana, intloko yam igcwele iingoma kuba iinwele zam ezikhethekileyo zigqwesile."",""sortOrder"":0,""id"":120}]},{""image"":{""id"":116},""sortOrder"":6,""id"":109,""storyBookParagraphs"":[{""originalText"":""Ekwindla xa kusiwa amagqabi, kungekho zintyatyambo zifumanekayo, intloko yam ekhethekileyo iqalisa ukudubula iintyatyambo eziqaqambileyo yonk\u2019 indawo."",""sortOrder"":0,""id"":121}]},{""image"":{""id"":117},""sortOrder"":7,""id"":110,""storyBookParagraphs"":[{""originalText"":""Iinwele zam ezikhethekileyo ziqinile zaye zomelele."",""sortOrder"":0,""id"":122},{""originalText"":""Azijingi okanye ziyokozele."",""sortOrder"":1,""id"":123},{""originalText"":""Andikhe ndikhangeleke ngokufanayo kuba iinwele zam zinako ukutshintsha imilo yazo."",""sortOrder"":2,""id"":124}]},{""image"":{""id"":118},""sortOrder"":8,""id"":111,""storyBookParagraphs"":[{""originalText"":""Iinwele zam ezikhethekileyo zigcwele amajikojiko."",""sortOrder"":0,""id"":125},{""originalText"":""Ziphothene,"",""sortOrder"":1,""id"":126},{""originalText"":""zibophene,"",""sortOrder"":2,""id"":127},{""originalText"":""zomelele."",""sortOrder"":3,""id"":128},{""originalText"":""Iinwele zam ezikhethekileyo zikhula iizandla ezineenwele \u2013 indawo yokugcina izinto zam."",""sortOrder"":4,""id"":129}]},{""image"":{""id"":119},""sortOrder"":9,""id"":112,""storyBookParagraphs"":[{""originalText"":""Iinwele zam ezikhethekileyo zikhula amaphiko akhethekileyo."",""sortOrder"":0,""id"":130},{""originalText"":""Amnyubuluzi,"",""sortOrder"":1,""id"":131},{""originalText"":""athambileyo,"",""sortOrder"":2,""id"":132},{""originalText"":""nakhaphukhaphu."",""sortOrder"":3,""id"":133},{""originalText"":""Zibhabha zigqume ubuso bam, zide iinwele zam nam sibhabhe."",""sortOrder"":4,""id"":134}]},{""image"":{""id"":120},""sortOrder"":10,""id"":113,""storyBookParagraphs"":[{""originalText"":""Iinwele zam ezikhethekileyo zimibalabala, zibe ngumnyama!"",""sortOrder"":0,""id"":135},{""originalText"":""Okanyisa olona suku lumnyama."",""sortOrder"":1,""id"":136},{""originalText"":""Iinwele zam zizele lulonwabo."",""sortOrder"":2,""id"":137}]},{""image"":{""id"":121},""sortOrder"":11,""id"":114,""storyBookParagraphs"":[{""originalText"":""Iinwele zam zizele luthando."",""sortOrder"":0,""id"":138},{""originalText"":""Intloko yam ithweswe ngothando."",""sortOrder"":1,""id"":139},{""originalText"":""Ziyakhula,"",""sortOrder"":2,""id"":140},{""originalText"":""zikhule,"",""sortOrder"":3,""id"":141},{""originalText"":""zikhule,"",""sortOrder"":4,""id"":142},{""originalText"":""ndide ndizichithachithe macalana onke."",""sortOrder"":5,""id"":143}]},{""image"":{""id"":122},""sortOrder"":12,""id"":115,""storyBookParagraphs"":[{""originalText"":""Ezingako iintlobo zeentloko ezikhethekileyo, ezingako zona iindidi zeenwele."",""sortOrder"":0,""id"":144},{""originalText"":""Zingce ngento onayo phezulu, umlingo wakho ukhula apho phezulu!"",""sortOrder"":1,""id"":145}]},{""image"":{""id"":123},""sortOrder"":13,""id"":116,""storyBookParagraphs"":[]},{""image"":{""id"":124},""sortOrder"":14,""id"":117,""storyBookParagraphs"":[]}]"
24,Liphi Iphini lam lokubetha ibhola?,Umfana ukhangela iphini lakhe le bhola. Ungamceda na?,CREATIVE_COMMONS_CC_BY,https://storyweaver.org.in/stories/1246-liphi-iphini-lam-lokubetha-ibhola,LEVEL1,316,"[{""image"":{""id"":318},""sortOrder"":0,""id"":298,""storyBookParagraphs"":[{""originalText"":""Ndililahlile iphini lam lokubetha ibhola, Kwaye andilifumani."",""sortOrder"":0,""id"":376}]},{""image"":{""id"":319},""sortOrder"":1,""id"":299,""storyBookParagraphs"":[{""originalText"":""Ndikhangele emva kocango. Belingekho phaya."",""sortOrder"":0,""id"":377}]},{""image"":{""id"":320},""sortOrder"":2,""id"":300,""storyBookParagraphs"":[{""originalText"":""Ndilikhangele ethaleni. Akhange ndilifumane phaya."",""sortOrder"":0,""id"":378}]},{""image"":{""id"":321},""sortOrder"":3,""id"":301,""storyBookParagraphs"":[{""originalText"":""Ndilikhangele phantsi kwebhedi. Alikho nalapha."",""sortOrder"":0,""id"":379}]},{""image"":{""id"":322},""sortOrder"":4,""id"":302,""storyBookParagraphs"":[{""originalText"":""Ndiphengulule phakathi etyesini/ebhokisini. Akukho nophawu lwalo."",""sortOrder"":0,""id"":380}]},{""image"":{""id"":323},""sortOrder"":5,""id"":303,""storyBookParagraphs"":[{""originalText"":""Ndiphengulule indawo ephantsi kophahla. Andikhange ndiyifumane naphi na."",""sortOrder"":0,""id"":381}]},{""image"":{""id"":324},""sortOrder"":6,""id"":304,""storyBookParagraphs"":[{""originalText"":""Ndikhangele apha, phaya, nakwindawo zonke, Andiyifumananga naphina."",""sortOrder"":0,""id"":382}]},{""image"":{""id"":325},""sortOrder"":7,""id"":305,""storyBookParagraphs"":[]}]"
18,Mamela kumzimba wam,Ngamnye unomzimba omangalisayo. Kodwa ngaba ukhe wayimamela into leyo okuxelela yona?,CREATIVE_COMMONS_CC_BY,https://storyweaver.org.in/stories/1241-mamela-kumzimba-wam,LEVEL2,223,"[{""image"":{""id"":225},""sortOrder"":0,""id"":210,""storyBookParagraphs"":[{""originalText"":""Namhlanye andiyi esikolweni."",""sortOrder"":0,""id"":277}]},{""image"":{""id"":226},""sortOrder"":1,""id"":211,""storyBookParagraphs"":[{""originalText"":""Yiholideyi!"",""sortOrder"":0,""id"":278}]},{""image"":{""id"":227},""sortOrder"":2,""id"":212,""storyBookParagraphs"":[{""originalText"":""﻿"",""sortOrder"":0,""id"":279}]},{""image"":{""id"":228},""sortOrder"":3,""id"":213,""storyBookParagraphs"":[{""originalText"":""Akukho mbane!"",""sortOrder"":0,""id"":280}]},{""image"":{""id"":229},""sortOrder"":4,""id"":214,""storyBookParagraphs"":[{""originalText"":""Ndiza kwenza ntoni?"",""sortOrder"":0,""id"":281}]},{""image"":{""id"":230},""sortOrder"":5,""id"":215,""storyBookParagraphs"":[{""originalText"":""Namhlanje ndiza kumamela kumzimba wam!"",""sortOrder"":0,""id"":282}]},{""image"":{""id"":231},""sortOrder"":6,""id"":216,""storyBookParagraphs"":[{""originalText"":""Okokuqala, Ndiza kuthi cwaka. Cwaka kakhulu. Ukuze ndibe nokumamela kumzimba wam."",""sortOrder"":0,""id"":283}]},{""image"":{""id"":232},""sortOrder"":7,""id"":217,""storyBookParagraphs"":[{""originalText"":""Ewe, ngoku Ndiyawuva umphefumlo wam. Ngaphakathi... ngaphandle... Ngaphakathi... ngaphandle..."",""sortOrder"":0,""id"":284}]},{""image"":{""id"":233},""sortOrder"":8,""id"":218,""storyBookParagraphs"":[{""originalText"":""Kwaye ndingawenza umphefumlo wam ungxole kakhulwana... Ssssssssssssss! Ngokuthe cwaka Mmmmmm."",""sortOrder"":0,""id"":285}]},{""image"":{""id"":234},""sortOrder"":9,""id"":219,""storyBookParagraphs"":[{""originalText"":""Kwaye ngoku ndiyayivavs intliziyo yam, ibetha! Doodom, doodoom, dooodooom."",""sortOrder"":0,""id"":286}]},{""image"":{""id"":235},""sortOrder"":10,""id"":220,""storyBookParagraphs"":[{""originalText"":""Ndingayenza intliziyo yam ihambe ngokukhawuleza okanye ngokungxolayo? Ewe, ngokuxhumela phezulu naphantsi ngamaxesha amashumi amabini."",""sortOrder"":0,""id"":287}]},{""image"":{""id"":236},""sortOrder"":11,""id"":221,""storyBookParagraphs"":[{""originalText"":""Ngoku, bona intliziyo yam ibetha ngokukhawuleza. Doodom, doodoom, dooodooom!"",""sortOrder"":0,""id"":288}]},{""image"":{""id"":237},""sortOrder"":12,""id"":222,""storyBookParagraphs"":[{""originalText"":""Kwaye ukuba ndibeka iminwe yam esihlahleni sam, ngoko ke ndingakwazi ukuva iPulse yam!"",""sortOrder"":0,""id"":289}]},{""image"":{""id"":238},""sortOrder"":13,""id"":223,""storyBookParagraphs"":[{""originalText"":""Kwaye ndiyaziva ndihlekaleni sam Haha haha haaah haaa!"",""sortOrder"":0,""id"":290}]},{""image"":{""id"":239},""sortOrder"":14,""id"":224,""storyBookParagraphs"":[{""originalText"":""Kwaye ndilila Boohoooohooo!"",""sortOrder"":0,""id"":291}]},{""image"":{""id"":240},""sortOrder"":15,""id"":225,""storyBookParagraphs"":[{""originalText"":""Kwaye ndihleka Qhwa Qhwaba Qhwa Qhwaba!"",""sortOrder"":0,""id"":292}]},{""image"":{""id"":241},""sortOrder"":16,""id"":226,""storyBookParagraphs"":[{""originalText"":""Ndingasiva isisu sam sixuxuzela Guddu guddu guddu..."",""sortOrder"":0,""id"":293}]},{""image"":{""id"":242},""sortOrder"":17,""id"":227,""storyBookParagraphs"":[{""originalText"":""kwaye sisithi ndityse' ndityse'."",""sortOrder"":0,""id"":294}]},{""image"":{""id"":243},""sortOrder"":18,""id"":228,""storyBookParagraphs"":[{""originalText"":""Kwaye impumlo yam iyaliva ivumba leejalebisi zigcadeka ekhitshini/egumbini lokuphekela likamama."",""sortOrder"":0,""id"":295}]},{""image"":{""id"":244},""sortOrder"":19,""id"":229,""storyBookParagraphs"":[{""originalText"":""Kuluyolo ukuphulaphula umzimba wam. kwaye ngoku ndifuna ukuva imihlathi yam ihlafuna."",""sortOrder"":0,""id"":296}]},{""image"":{""id"":245},""sortOrder"":20,""id"":230,""storyBookParagraphs"":[{""originalText"":""Kwaye nesisu sam sigquma ziijalebisi ezimnandi nezishushu zikamama!"",""sortOrder"":0,""id"":297}]}]"
7,Ndiza kukunceda,“Shu!” uMama uKhwalimanzi wenzakaliswa lucingo oluhlabayo ephikweni nasemlenzeni wakhe.,CREATIVE_COMMONS_CC_BY,https://storyweaver.org.in/stories/134500-ndiza-kukunceda,LEVEL2,83,"[{""image"":{""id"":85},""sortOrder"":0,""id"":79,""storyBookParagraphs"":[{""originalText"":""uMama uKhwalimanzi wenzakaliswa lucingo oluhlabayo ephikweni nasemlenzeni wakhe."",""sortOrder"":0,""id"":86},{""originalText"":""\u201cShu!\u201d"",""sortOrder"":1,""id"":87}]},{""image"":{""id"":86},""sortOrder"":1,""id"":80,""storyBookParagraphs"":[{""originalText"":""﻿\u201cAndikwazi ukugoduka, ndiye ebantwaneni bam,\u201d watsho ngelokuphendula."",""sortOrder"":0,""id"":88},{""originalText"":""\u201cKutheni ulila nje Mama uKhwalimanzi?\u201d kwabuza uLungile."",""sortOrder"":1,""id"":89}]},{""image"":{""id"":87},""sortOrder"":2,""id"":81,""storyBookParagraphs"":[{""originalText"":""\u201cNdiza kukunceda,\u201d watsho uLungile."",""sortOrder"":0,""id"":90}]},{""image"":{""id"":88},""sortOrder"":3,""id"":82,""storyBookParagraphs"":[{""originalText"":""﻿ \u201cEnkosi Lungile!\u201d"",""sortOrder"":0,""id"":91}]},{""image"":{""id"":89},""sortOrder"":4,""id"":83,""storyBookParagraphs"":[]},{""image"":{""id"":90},""sortOrder"":5,""id"":84,""storyBookParagraphs"":[{""originalText"":""\u201cUngabuyeli apha ekhaya ude ube uyifumene loo mali!\u201d wangxola watsho uGogo."",""sortOrder"":0,""id"":92}]},{""image"":{""id"":91},""sortOrder"":6,""id"":85,""storyBookParagraphs"":[{""originalText"":""\u201cKutheni ulila nje Lungile?\u201d wabuza uMama uKhwalimanzi."",""sortOrder"":0,""id"":93}]},{""image"":{""id"":92},""sortOrder"":7,""id"":86,""storyBookParagraphs"":[{""originalText"":""\u201cNdilahle imali ebendiyinikwe nguGogo ukuze ndithenge isonka. Ngoku asinaso isidlo sangokuhlwa.\u201d"",""sortOrder"":0,""id"":94},{""originalText"":""\u201cNdiza kukunceda\u201d watsho uMama uKhwalimanzi."",""sortOrder"":1,""id"":95}]},{""image"":{""id"":93},""sortOrder"":8,""id"":87,""storyBookParagraphs"":[{""originalText"":""Amehlo kaMama uKhwalimanzi abukhali azibona iingqekembe zemali zimenyezela apho emanzini."",""sortOrder"":0,""id"":96}]},{""image"":{""id"":94},""sortOrder"":9,""id"":88,""storyBookParagraphs"":[{""originalText"":""\u201cEnkosi, Mama uKhwalimanzi.\u201d"",""sortOrder"":0,""id"":97}]},{""image"":{""id"":95},""sortOrder"":10,""id"":89,""storyBookParagraphs"":[]}]"
