id,value,symbol,word_ids,word_texts
1,1,,[18],"[""inye""]"
2,2,,[19],"[""Zimbini""]"
3,3,,[20],"[""zintathu""]"
4,4,,[21],"[""zine""]"
5,5,,[22],"[""zintlanu""]"
6,6,,[23],"[""zintandathu""]"
7,7,,[24],"[""zisixhenxe""]"
8,8,,[25],"[""zisibhozo""]"
9,9,,[26],"[""lithoba""]"
10,10,,[27],"[""lishumi""]"
